arrival_1,arrival_3,arrival_2,stop_id,current_time,bus_id
 1:01 PM, 1:06 PM, 3:06 PM,2102,2022-04-20 19:02:27.301,20
 1:04 PM, 1:09 PM, 3:09 PM,1616,2022-04-20 19:03:02.581,20
 1:05 PM, 1:10 PM, 3:10 PM,1615,2022-04-20 19:03:07.832,20
12:27 PM, 1:27 PM, 1:57 PM,2672,2022-04-20 19:03:18.721,19
arriving,12:30 PM, 1:30 PM,2674,2022-04-20 19:03:27.959,19
 1:02 PM, 1:07 PM, 3:07 PM,1617,2022-04-20 19:03:47.874,20
 1:10 PM, 1:15 PM, 3:15 PM,2448,2022-04-20 19:04:04.782,20
12:24 PM, 1:24 PM, 1:54 PM,2671,2022-04-20 19:04:08.091,19
12:05 PM,12:32 PM, 1:32 PM,2675,2022-04-20 19:04:19.159,19
12:06 PM,12:35 PM, 1:35 PM,2676,2022-04-20 19:04:26.814,19
 1:29 P, 2:29 PM, 3:29 PM,1617,2022-04-20 20:00:42.861,10
 1:30 P, 2:30 P, 3:30 PM,1616,2022-04-20 20:00:45.229,10
 1:05 PM, 1:21 PM, 2:00 P,2672,2022-04-20 20:00:51.539,15
 1:04 PM, 1:20 P, 1:58 PM,2671,2022-04-20 20:00:53.442,15
 1:07 PM, 1:23 P, 2:01 PM,2674,2022-04-20 20:00:56.033,15
 1:31 P, 2:31 P, 3:31 PM,1615,2022-04-20 20:01:37.218,10
 1:36 P, 2:36 P, 3:36 PM,2448,2022-04-20 20:01:39.494,10
 1:25 PM, 1:54 PM, 2:24 PM,1616,2022-04-20 20:01:40.880,18
 1:27 PM, 1:55 PM, 2:25 PM,1615,2022-04-20 20:01:43.077,18
 1:08 PM, 1:24 PM, 2:03 PM,2675,2022-04-20 20:01:48.312,15
 1:10 PM, 1:26 PM, 2:05 PM,2676,2022-04-20 20:01:50.632,15
 1:21 PM, 1:50 PM, 2:20 PM,2102,2022-04-20 20:01:51.966,18
 1:16 PM, 2:06 PM, 3:06 PM,1617,2022-04-20 20:01:52.861,20
 1:18 PM, 2:08 PM, 3:08 PM,1616,2022-04-20 20:01:55.537,20
 1:23 P, 1:51 PM, 2:21 PM,1617,2022-04-20 20:01:54.627,18
 1:20 P, 2:10 PM, 3:10 PM,1615,2022-04-20 20:01:58.009,20
 1:24 PM, 2:14 PM, 3:14 PM,2448,2022-04-20 20:01:59.875,20
arriving, 1:27 PM, 1:57 PM,2672,2022-04-20 20:02:03.012,19
 1:03 PM, 1:29 P, 1:59 PM,2674,2022-04-20 20:02:06.216,19
 1:25 PM, 1:55 PM, 2:25 PM,2671,2022-04-20 20:02:14.256,19
arriving, 1:31 P, 1:59 PM,2448,2022-04-20 20:02:34.589,18
 1:15 PM, 2:05 PM, 3:05 PM,2102,2022-04-20 20:02:36.649,20
 1:05 PM, 1:30 P, 2:00 P,2675,2022-04-20 20:02:56.802,19
 1:07 PM, 1:33 P, 2:03 PM,2676,2022-04-20 20:02:58.696,19
,,,,2022-04-20 21:01:22.185,
,,,,2022-04-20 21:01:32.268,
,,,,2022-04-20 21:01:32.162,
,,,,2022-04-20 21:01:32.192,
,,,,2022-04-20 21:01:32.181,
,,,,2022-04-20 21:01:59.087,
,,,,2022-04-20 21:02:09.749,
,,,,2022-04-20 21:02:10.122,
,,,,2022-04-20 21:02:10.098,
,,,,2022-04-20 21:02:11.500,
,,,,2022-04-20 21:02:16.496,
,,,,2022-04-20 21:02:20.944,
,,,,2022-04-20 21:02:20.859,
,,,,2022-04-20 21:02:29.679,
,,,,2022-04-20 21:02:29.503,
,,,,2022-04-20 21:02:29.706,
,,,,2022-04-20 21:02:29.667,
,,,,2022-04-20 21:02:30.696,
,,,,2022-04-20 21:02:33.220,
,,,,2022-04-20 21:02:34.008,
,,,,2022-04-20 21:02:35.985,
,,,,2022-04-20 21:02:37.691,
,,,,2022-04-20 21:02:38.883,
 3:31 PM, 4:31 P, 5:31 PM,1616,2022-04-20 22:00:32.584,10
 3:36 PM, 4:36 PM, 5:36 PM,2448,2022-04-20 22:00:35.833,10
 3:07 PM, 3:37 P, 6:06 PM,2675,2022-04-20 22:00:44.286,15
 3:09 PM, 3:39 PM, 6:08 PM,2676,2022-04-20 22:00:48.113,15
 3:28 PM, 4:28 PM, 5:28 PM,1617,2022-04-20 22:01:18.683,10
 3:32 PM, 4:32 PM, 5:32 PM,1615,2022-04-20 22:01:22.892,10
 3:03 PM, 3:33 PM, 6:02 PM,2672,2022-04-20 22:01:27.692,15
 3:01 PM, 3:30 PM, 6:00 PM,2671,2022-04-20 22:01:29.701,15
 3:05 PM, 3:36 PM, 6:04 PM,2674,2022-04-20 22:01:30.910,15
 3:27 PM, 3:57 PM, 4:17 PM,2448,2022-04-20 22:01:33.987,18
 3:07 PM, 4:05 PM, 5:05 PM,2102,2022-04-20 22:01:35.727,20
 3:18 PM, 3:48 PM, 4:08 PM,2102,2022-04-20 22:01:41.669,18
 3:20 PM, 3:50 PM, 4:10 PM,1617,2022-04-20 22:02:12.592,18
 3:22 PM, 3:52 PM, 4:12 PM,1616,2022-04-20 22:02:16.010,18
 3:14 PM, 4:13 PM, 5:13 PM,2448,2022-04-20 22:02:19.049,20
 3:24 PM, 3:53 PM, 4:13 PM,1615,2022-04-20 22:02:22.065,18
 3:23 PM, 4:23 PM, 4:53 PM,2671,2022-04-20 22:02:21.421,19
 3:25 PM, 4:25 PM, 4:55 PM,2672,2022-04-20 22:02:22.639,19
 3:27 PM, 4:27 PM, 4:57 PM,2674,2022-04-20 22:02:26.328,19
 3:07 PM, 4:06 PM, 5:06 PM,1617,2022-04-20 22:02:28.139,20
 3:29 PM, 4:29 P, 4:59 PM,2675,2022-04-20 22:02:27.221,19
arriving, 3:45 PM, 4:32 PM,2676,2022-04-20 22:02:29.092,19
 3:08 PM, 4:07 PM, 5:07 PM,1616,2022-04-20 22:02:30.568,20
 3:10 PM, 4:09 PM, 5:09 PM,1615,2022-04-20 22:02:35.837,20
 4:30 PM, 5:30 PM, 7:05 PM,1617,2022-04-20 23:00:35.326,10
 4:32 PM, 5:32 PM, 7:07 PM,1616,2022-04-20 23:00:38.229,10
 4:34 P, 5:34 PM, 7:09 PM,1615,2022-04-20 23:00:39.723,10
 4:38 PM, 5:38 PM, 7:13 PM,2448,2022-04-20 23:00:41.216,10
 4:08 PM, 4:31 P, 6:06 PM,2672,2022-04-20 23:00:43.735,15
 4:10 PM, 4:34 P, 6:08 PM,2674,2022-04-20 23:00:47.550,15
 4:12 PM, 4:35 PM, 6:09 PM,2675,2022-04-20 23:00:49.790,15
 4:15 PM, 4:36 PM, 6:12 PM,2676,2022-04-20 23:00:51.857,15
 4:06 PM, 4:29 P, 6:03 PM,2671,2022-04-20 23:01:36.586,15
 4:24 PM, 4:52 PM, 5:07 PM,2102,2022-04-20 23:01:43.562,18
 4:08 PM, 5:04 PM, 8:01 PM,2102,2022-04-20 23:01:42.705,20
 4:26 PM, 4:54 PM, 5:09 PM,1617,2022-04-20 23:01:46.086,18
 4:10 PM, 5:06 PM,,1617,2022-04-20 23:01:47.781,20
arriving, 4:27 PM, 4:56 PM,1616,2022-04-20 23:01:48.789,18
 4:02 PM, 4:29 P, 4:57 PM,1615,2022-04-20 23:01:50.197,18
 4:13 PM, 5:09 PM,,1615,2022-04-20 23:01:50.592,20
 4:06 PM, 4:33 PM, 5:01 PM,2448,2022-04-20 23:01:51.720,18
 4:17 PM, 5:13 PM,,2448,2022-04-20 23:01:52.436,20
 4:25 PM, 4:55 PM, 5:25 PM,2671,2022-04-20 23:01:55.554,19
 4:08 PM, 4:34 P, 5:04 PM,2676,2022-04-20 23:02:06.200,19
 4:11 PM, 5:07 PM,,1616,2022-04-20 23:02:38.597,20
arriving, 4:28 PM, 4:58 PM,2672,2022-04-20 23:02:45.664,19
 4:03 PM, 4:30 PM, 5:00 PM,2674,2022-04-20 23:02:47.694,19
 4:05 PM, 4:31 P, 5:01 PM,2675,2022-04-20 23:02:50.377,19
 5:30 PM, 6:15 PM, 8:49 PM,1617,2022-04-21 00:00:37.350,10
 5:33 PM, 6:18 PM, 8:55 PM,1615,2022-04-21 00:00:40.227,10
 5:37 PM, 6:22 PM, 8:58 PM,2448,2022-04-21 00:00:42.627,10
 5:08 PM, 6:09 PM, 7:09 PM,2672,2022-04-21 00:00:43.598,15
 5:05 PM, 6:06 PM, 7:06 PM,2671,2022-04-21 00:00:45.618,15
 5:10 PM, 6:11 PM, 7:11 PM,2674,2022-04-21 00:00:47.536,15
 5:12 PM, 6:13 PM, 7:13 PM,2675,2022-04-21 00:00:50.053,15
 5:01 PM, 5:20 PM, 5:45 PM,2102,2022-04-21 00:00:52.659,18
 5:03 PM, 5:21 PM, 5:47 PM,1617,2022-04-21 00:00:55.020,18
 5:06 PM, 5:24 PM, 5:50 PM,1615,2022-04-21 00:00:58.227,18
 5:11 PM, 5:28 P, 5:55 PM,2448,2022-04-21 00:01:00.769,18
 5:04 PM, 8:02 PM,,2102,2022-04-21 00:01:03.229,20
 5:06 PM, 8:04 PM,,1617,2022-04-21 00:01:08.708,20
 5:21 PM, 8:18 PM,,2448,2022-04-21 00:01:13.813,20
 5:25 PM, 5:55 PM, 6:10 PM,2671,2022-04-21 00:01:18.950,19
 5:28 P, 5:58 PM, 6:13 PM,2672,2022-04-21 00:01:22.981,19
 5:31 P, 6:16 PM, 8:52 PM,1616,2022-04-21 00:01:27.846,10
arriving, 5:30 PM, 6:00 PM,2674,2022-04-21 00:01:27.756,19
 5:05 PM, 5:33 PM, 6:03 PM,2676,2022-04-21 00:01:33.576,19
 5:14 PM, 6:15 PM, 7:15 PM,2676,2022-04-21 00:01:41.002,15
 5:04 PM, 5:23 PM, 5:49 PM,1616,2022-04-21 00:01:47.096,18
 5:08 PM, 8:06 PM,,1616,2022-04-21 00:01:59.296,20
 5:10 PM, 8:08 P,,1615,2022-04-21 00:02:08.296,20
 5:03 PM, 5:31 P, 6:01 PM,2675,2022-04-21 00:02:22.010,19
 7:21 PM, 8:54 PM,,1617,2022-04-21 01:00:40.873,10
 7:24 PM, 8:57 PM,,1615,2022-04-21 01:00:42.581,10
 7:28 PM, 9:01 PM,,2448,2022-04-21 01:00:45.029,10
 6:07 PM, 6:35 PM, 7:05 PM,2672,2022-04-21 01:00:48.187,15
 6:13 PM, 6:40 PM, 7:10 PM,2676,2022-04-21 01:00:53.746,15
 6:20 PM, 6:50 PM, 7:05 PM,1617,2022-04-21 01:00:57.873,18
 7:23 PM, 8:56 PM,,1616,2022-04-21 01:01:31.601,10
 6:05 PM, 6:32 PM, 7:02 PM,2671,2022-04-21 01:01:38.157,15
 6:09 PM, 6:37 PM, 7:07 PM,2674,2022-04-21 01:01:39.628,15
 6:11 PM, 6:38 PM, 7:08 PM,2675,2022-04-21 01:01:41.856,15
 6:19 PM, 6:49 PM, 7:04 PM,2102,2022-04-21 01:01:44.752,18
 8:10 P,,,1617,2022-04-21 01:01:46.250,20
 8:13 PM,,,1615,2022-04-21 01:01:51.271,20
 6:21 PM, 6:51 PM, 7:06 PM,1616,2022-04-21 01:01:51.573,18
 8:19 PM,,,2448,2022-04-21 01:01:54.844,20
 6:10 PM, 6:51 PM, 7:51 PM,2671,2022-04-21 01:01:57.499,19
 6:14 PM, 6:55 PM, 7:55 PM,2672,2022-04-21 01:01:58.761,19
 6:23 PM, 6:53 PM, 7:08 PM,1615,2022-04-21 01:02:24.286,18
 6:26 PM, 6:56 PM, 7:11 PM,2448,2022-04-21 01:02:32.017,18
 8:08 P,,,2102,2022-04-21 01:02:33.356,20
 8:12 P,,,1616,2022-04-21 01:02:37.789,20
 6:16 PM, 6:27 P, 6:57 PM,2674,2022-04-21 01:02:51.975,19
arriving, 6:18 PM, 6:29 PM,2675,2022-04-21 01:02:53.323,19
 6:04 PM, 6:21 PM, 6:31 PM,2676,2022-04-21 01:03:18.931,19
 7:29 AM, 8:27 AM,10:27 AM,1616,2022-04-21 14:00:41.128,10
 7:32 AM, 8:31 AM,10:31 AM,2448,2022-04-21 14:00:45.729,10
 7:29 AM, 7:59 AM, 8:29 AM,2671,2022-04-21 14:00:49.731,15
 7:28 AM, 8:26 AM,10:26 AM,1617,2022-04-21 14:01:28.503,10
 7:30 AM, 8:29 AM,10:29 AM,1615,2022-04-21 14:01:32.693,10
 7:30 AM, 8:00 AM, 8:30 AM,2672,2022-04-21 14:01:36.580,15
 7:13 AM, 7:39 AM, 8:09 AM,1617,2022-04-21 14:01:36.762,18
 7:32 AM, 8:02 AM, 8:32 AM,2674,2022-04-21 14:01:40.936,15
 7:34 AM, 8:04 AM, 8:34 AM,2675,2022-04-21 14:01:43.133,15
 7:36 AM, 8:06 AM, 8:36 AM,2676,2022-04-21 14:01:45.286,15
12:57 PM, 1:02 PM, 8:02 PM,1617,2022-04-21 14:01:50.454,20
12:59 PM, 1:04 PM, 8:04 PM,1616,2022-04-21 14:01:55.393,20
 7:12 AM, 7:38 AM, 8:09 AM,2102,2022-04-21 14:02:23.306,18
 7:15 AM, 7:41 AM, 8:11 AM,1615,2022-04-21 14:02:33.040,18
 7:17 AM, 8:17 AM,10:17 A,2671,2022-04-21 14:02:35.848,19
 7:18 AM, 7:45 AM, 8:15 AM,2448,2022-04-21 14:02:34.916,18
 7:14 AM, 7:40 AM, 8:10 AM,1616,2022-04-21 14:02:35.833,18
12:56 PM, 1:01 PM, 8:01 PM,2102,2022-04-21 14:02:37.282,20
 7:20 AM, 8:20 AM,10:20 AM,2674,2022-04-21 14:02:42.369,19
 1:00 PM, 1:05 PM, 8:05 PM,1615,2022-04-21 14:02:48.286,20
 1:03 PM, 1:08 PM, 8:08 P,2448,2022-04-21 14:03:18.209,20
 7:19 AM, 8:19 AM,10:19 AM,2672,2022-04-21 14:03:29.745,19
 7:21 AM, 8:21 AM,10:21 AM,2675,2022-04-21 14:03:33.533,19
 7:23 AM, 8:23 AM,10:23 AM,2676,2022-04-21 14:03:34.412,19
 8:28 AM, 9:23 AM,11:28 AM,1616,2022-04-21 15:00:38.997,10
 8:30 AM, 9:25 AM,11:30 AM,1615,2022-04-21 15:00:39.137,10
 8:01 AM, 8:31 AM, 9:01 AM,2672,2022-04-21 15:00:42.404,15
 8:03 AM, 8:32 AM, 9:02 AM,2674,2022-04-21 15:00:46.519,15
 8:27 AM, 9:22 AM,11:27 AM,1617,2022-04-21 15:01:26.399,10
 8:19 AM, 8:47 AM, 9:02 AM,1617,2022-04-21 15:01:29.333,18
 8:33 AM, 9:28 AM,11:33 AM,2448,2022-04-21 15:01:30.448,10
arriving, 8:30 AM, 9:00 AM,2671,2022-04-21 15:01:33.356,15
 8:04 AM, 8:34 AM, 9:04 AM,2675,2022-04-21 15:01:37.029,15
 8:25 AM, 8:53 AM, 9:08 AM,2448,2022-04-21 15:01:39.052,18
 8:06 AM, 8:36 AM, 9:06 AM,2676,2022-04-21 15:01:38.610,15
 8:18 AM, 8:46 AM, 9:01 AM,2102,2022-04-21 15:01:39.540,18
 8:05 AM,11:04 AM,12:59 PM,2102,2022-04-21 15:01:42.338,20
 8:07 AM,11:06 AM, 1:01 PM,1617,2022-04-21 15:01:43.309,20
 8:08 AM,11:07 AM, 1:02 PM,1616,2022-04-21 15:01:44.074,20
 8:09 AM,11:08 AM, 1:03 PM,1615,2022-04-21 15:01:45.333,20
 8:24 AM, 8:54 AM, 9:14 AM,2672,2022-04-21 15:01:48.865,19
arriving, 8:29 AM, 8:59 AM,2675,2022-04-21 15:01:54.132,19
 8:21 AM, 8:49 AM, 9:04 AM,1616,2022-04-21 15:02:23.421,18
 8:22 AM, 8:50 AM, 9:05 AM,1615,2022-04-21 15:02:24.558,18
 8:13 AM,11:12 AM, 1:07 PM,2448,2022-04-21 15:02:35.712,20
 8:22 AM, 8:52 AM, 9:12 AM,2671,2022-04-21 15:02:37.610,19
 8:26 AM, 8:56 AM, 9:16 AM,2674,2022-04-21 15:02:40.240,19
 8:03 AM, 8:31 AM, 9:01 AM,2676,2022-04-21 15:02:48.052,19
 9:37 AM,10:37 A,11:37 AM,2448,2022-04-21 16:00:39.466,10
 9:30 AM,10:30 AM,11:30 AM,1617,2022-04-21 16:01:22.300,10
 9:32 AM,10:32 A,11:32 AM,1616,2022-04-21 16:01:24.435,10
 9:33 AM,10:33 AM,11:33 AM,1615,2022-04-21 16:01:27.616,10
arriving, 9:31 AM,10:01 AM,2672,2022-04-21 16:01:31.142,15
 9:29 AM, 9:59 AM,10:29 AM,2671,2022-04-21 16:01:32.353,15
 9:02 AM, 9:33 AM,10:03 AM,2674,2022-04-21 16:01:34.519,15
 9:24 AM,10:20 AM,10:50 AM,1616,2022-04-21 16:01:36.538,18
 9:04 AM, 9:34 AM,10:04 AM,2675,2022-04-21 16:02:16.485,15
 9:06 AM, 9:36 AM,10:06 AM,2676,2022-04-21 16:02:19.314,15
 9:21 AM,10:17 A,10:47 AM,2102,2022-04-21 16:02:21.315,18
 9:23 AM,10:19 AM,10:49 AM,1617,2022-04-21 16:02:25.016,18
 9:26 AM,10:22 AM,10:52 AM,1615,2022-04-21 16:02:28.459,18
 9:29 AM,10:25 AM,10:55 AM,2448,2022-04-21 16:02:30.220,18
 9:15 AM,10:08 AM, 1:08 PM,2448,2022-04-21 16:02:33.626,20
 9:08 AM,10:01 AM, 1:01 PM,2102,2022-04-21 16:03:09.396,20
 9:09 AM,10:02 AM, 1:02 PM,1617,2022-04-21 16:03:14.281,20
 9:11 AM,10:03 AM, 1:03 PM,1616,2022-04-21 16:03:15.150,20
 9:12 AM,10:05 AM, 1:05 PM,1615,2022-04-21 16:03:19.460,20
 9:31 AM, 9:51 AM,10:31 AM,2676,2022-04-21 16:03:19.843,19
 9:28 AM, 9:48 AM,10:28 AM,2675,2022-04-21 16:03:19.699,19
 9:22 AM, 9:42 AM,10:22 AM,2671,2022-04-21 16:03:24.924,19
 9:24 AM, 9:44 AM,10:24 AM,2672,2022-04-21 16:03:27.275,19
 9:26 AM, 9:46 AM,10:26 AM,2674,2022-04-21 16:04:03.448,19
12:36 PM, 1:36 P, 2:36 P,1616,2022-04-21 19:01:15.713,10
12:39 PM, 1:39 PM, 2:39 PM,1615,2022-04-21 19:01:18.406,10
12:05 PM,12:35 PM, 1:35 PM,2672,2022-04-21 19:01:20.465,15
12:34 PM, 1:34 PM, 2:34 PM,1617,2022-04-21 19:01:33.567,10
12:42 PM, 1:42 PM, 2:42 PM,2448,2022-04-21 19:01:40.484,10
12:02 PM,12:33 PM, 1:33 PM,2671,2022-04-21 19:01:43.819,15
12:24 PM,12:49 PM, 1:19 PM,2102,2022-04-21 19:02:06.286,18
12:07 PM,12:37 PM, 1:37 PM,2674,2022-04-21 19:02:09.808,15
12:09 PM,12:39 PM, 1:39 PM,2675,2022-04-21 19:02:11.547,15
12:11 PM,12:41 PM, 1:41 PM,2676,2022-04-21 19:02:13.154,15
12:59 PM, 1:04 PM, 3:04 PM,2102,2022-04-21 19:02:15.377,20
12:27 PM,12:52 PM, 1:22 PM,1616,2022-04-21 19:02:15.778,18
 1:00 PM, 1:05 PM, 3:05 PM,1617,2022-04-21 19:02:21.271,20
12:26 PM,12:51 PM, 1:21 PM,1617,2022-04-21 19:02:34.731,18
 1:02 PM, 1:07 PM, 3:07 PM,1616,2022-04-21 19:02:51.925,20
 1:08 PM, 1:13 PM, 3:13 PM,2448,2022-04-21 19:02:55.162,20
12:28 P,12:54 PM, 1:24 PM,1615,2022-04-21 19:02:59.095,18
12:31 PM,12:57 PM, 1:27 PM,2448,2022-04-21 19:03:03.491,18
12:22 PM, 1:22 PM, 1:52 PM,2671,2022-04-21 19:03:07.456,19
 1:04 PM, 1:09 PM, 3:09 PM,1615,2022-04-21 19:03:12.884,20
12:23 PM, 1:23 PM, 1:53 PM,2672,2022-04-21 19:03:25.380,19
12:26 PM, 1:26 PM, 1:56 PM,2674,2022-04-21 19:03:27.742,19
12:28 P, 1:28 PM, 1:58 PM,2675,2022-04-21 19:03:52.933,19
12:04 PM,12:32 PM, 1:32 PM,2676,2022-04-21 19:03:57.226,19
 1:28 PM, 2:28 PM, 3:28 PM,1617,2022-04-21 20:00:33.052,10
 1:36 P, 2:36 P, 3:36 PM,2448,2022-04-21 20:00:37.703,10
 1:04 PM, 1:33 P, 2:03 PM,2672,2022-04-21 20:00:39.990,15
 1:02 PM, 1:31 P, 2:00 P,2671,2022-04-21 20:00:41.791,15
 1:10 PM, 1:39 PM, 2:09 PM,2676,2022-04-21 20:00:46.872,15
 1:21 PM, 1:50 PM, 2:20 PM,1617,2022-04-21 20:00:50.771,18
 1:29 P, 2:29 PM, 3:29 PM,1616,2022-04-21 20:01:23.155,10
 1:31 P, 2:31 P, 3:31 PM,1615,2022-04-21 20:01:25.989,10
 1:25 PM, 1:53 PM, 2:23 PM,1615,2022-04-21 20:01:27.081,18
 1:28 PM, 1:56 PM, 2:26 PM,2448,2022-04-21 20:01:30.957,18
 1:06 PM, 1:35 PM, 2:06 PM,2674,2022-04-21 20:01:33.160,15
 1:08 PM, 2:06 PM, 3:06 PM,2102,2022-04-21 20:01:33.868,20
 1:10 PM, 2:07 PM, 3:07 PM,1617,2022-04-21 20:01:34.505,20
 1:07 PM, 1:37 PM, 2:07 PM,2675,2022-04-21 20:01:35.610,15
 1:20 P, 1:48 PM, 2:18 PM,2102,2022-04-21 20:01:38.836,18
 1:22 PM, 1:51 PM, 2:21 PM,1616,2022-04-21 20:01:44.086,18
 1:11 PM, 2:09 PM, 3:09 PM,1616,2022-04-21 20:02:27.383,20
 1:14 PM, 2:11 PM, 3:11 PM,1615,2022-04-21 20:02:29.272,20
 1:18 PM, 2:15 PM, 3:15 PM,2448,2022-04-21 20:02:30.282,20
arriving, 1:57 PM, 2:27 PM,2671,2022-04-21 20:02:31.636,19
 1:03 PM, 1:59 PM, 2:29 PM,2672,2022-04-21 20:02:34.401,19
 1:05 PM, 2:01 PM, 2:31 PM,2674,2022-04-21 20:02:38.215,19
 1:05 PM, 2:02 PM, 2:32 PM,2675,2022-04-21 20:03:20.978,19
 1:07 PM, 2:04 PM, 2:34 PM,2676,2022-04-21 20:03:23.332,19
 2:33 P, 3:33 PM, 4:33 PM,1615,2022-04-21 21:00:43.133,10
 2:36 P, 3:36 PM, 4:36 PM,2448,2022-04-21 21:00:44.480,10
 2:08 PM, 2:38 PM, 3:08 PM,2675,2022-04-21 21:00:52.580,15
 2:30 P, 3:30 PM, 4:30 PM,1617,2022-04-21 21:01:26.896,10
 2:31 P, 3:31 PM, 4:31 PM,1616,2022-04-21 21:01:30.590,10
 2:17 PM, 2:46 PM, 3:16 PM,2102,2022-04-21 21:01:31.553,18
 2:05 PM, 2:34 PM, 3:04 PM,2672,2022-04-21 21:01:35.632,15
 2:03 PM, 2:33 P, 3:03 PM,2671,2022-04-21 21:01:38.145,15
 2:07 PM, 2:36 P, 3:06 PM,2674,2022-04-21 21:01:39.604,15
 2:21 PM, 2:50 PM, 3:20 PM,1615,2022-04-21 21:01:40.706,18
 2:26 PM, 2:55 PM, 3:25 PM,2448,2022-04-21 21:01:41.427,18
 2:11 PM, 3:07 PM, 4:07 PM,1617,2022-04-21 21:01:45.404,20
 2:16 PM, 3:13 PM, 4:13 PM,1615,2022-04-21 21:01:48.822,20
 2:10 PM, 2:40 PM, 3:10 PM,2676,2022-04-21 21:01:47.667,15
 2:18 PM, 2:47 PM, 3:17 PM,1617,2022-04-21 21:02:24.662,18
 2:20 PM, 2:49 PM, 3:19 PM,1616,2022-04-21 21:02:27.174,18
 2:24 PM, 2:54 PM, 3:24 PM,2672,2022-04-21 21:02:29.150,19
 2:09 PM, 3:05 PM, 4:05 PM,2102,2022-04-21 21:02:33.544,20
 2:14 PM, 3:10 PM, 4:10 PM,1616,2022-04-21 21:02:37.167,20
 2:21 PM, 3:17 PM, 4:17 PM,2448,2022-04-21 21:02:42.151,20
 2:22 PM, 2:52 PM, 3:22 PM,2671,2022-04-21 21:02:43.410,19
 2:25 PM, 2:55 PM, 3:25 PM,2674,2022-04-21 21:03:21.780,19
 2:27 PM, 2:57 PM, 3:27 PM,2675,2022-04-21 21:03:23.483,19
arriving, 2:30 P, 3:00 PM,2676,2022-04-21 21:03:26.770,19
 3:30 PM, 4:30 PM, 5:30 PM,1617,2022-04-21 22:00:36.930,10
 3:36 PM, 4:36 PM, 5:36 PM,2448,2022-04-21 22:00:42.978,10
 3:07 PM, 3:30 PM, 6:06 PM,2671,2022-04-21 22:00:46.525,15
 3:14 PM, 3:39 PM, 6:14 PM,2676,2022-04-21 22:00:51.480,15
 3:18 PM, 3:47 PM, 4:07 PM,2102,2022-04-21 22:00:55.266,18
 3:19 PM, 3:49 PM, 4:09 PM,1617,2022-04-21 22:00:59.906,18
 3:32 PM, 4:32 PM, 5:32 PM,1616,2022-04-21 22:01:28.664,10
 3:33 PM, 4:33 PM, 5:33 PM,1615,2022-04-21 22:01:31.313,10
 3:10 PM, 3:33 PM, 6:08 PM,2672,2022-04-21 22:01:34.321,15
 3:10 PM, 3:36 PM, 6:10 PM,2674,2022-04-21 22:01:37.718,15
 3:06 PM, 4:04 PM, 5:04 PM,2102,2022-04-21 22:01:38.145,20
 3:12 PM, 3:37 P, 6:11 PM,2675,2022-04-21 22:01:39.539,15
 3:07 PM, 4:05 PM, 5:05 PM,1617,2022-04-21 22:01:42.426,20
 3:13 PM, 4:10 PM, 5:10 PM,2448,2022-04-21 22:01:46.147,20
 3:24 PM, 4:24 PM, 4:54 PM,2671,2022-04-21 22:01:50.083,19
 3:21 PM, 3:50 PM, 4:10 PM,1616,2022-04-21 22:01:53.062,18
 3:26 PM, 4:26 PM, 4:56 PM,2672,2022-04-21 22:01:53.119,19
 3:28 PM, 4:28 PM, 4:58 PM,2674,2022-04-21 22:01:56.830,19
arriving, 3:31 PM, 4:31 PM,2675,2022-04-21 22:01:58.807,19
 3:24 PM, 3:53 PM, 4:13 PM,1615,2022-04-21 22:02:22.785,18
 3:28 PM, 3:57 PM, 4:17 PM,2448,2022-04-21 22:02:23.910,18
 3:08 PM, 4:06 PM, 5:06 PM,1616,2022-04-21 22:02:32.860,20
 3:10 PM, 4:08 PM, 5:08 PM,1615,2022-04-21 22:02:34.305,20
 3:04 PM, 3:34 PM, 4:34 PM,2676,2022-04-21 22:02:51.030,19
 4:29 P, 5:29 PM, 7:04 PM,1617,2022-04-21 23:00:44.583,10
 4:36 PM, 5:36 PM, 7:11 PM,2448,2022-04-21 23:00:52.239,10
 4:06 PM, 4:34 P, 6:04 PM,2672,2022-04-21 23:00:55.533,15
 4:04 PM, 4:32 PM, 6:02 PM,2671,2022-04-21 23:00:56.273,15
 4:07 PM, 4:35 PM, 6:05 PM,2674,2022-04-21 23:00:58.464,15
 4:23 PM, 4:49 PM, 5:04 PM,1617,2022-04-21 23:01:07.053,18
 4:30 PM, 5:30 PM, 7:05 PM,1616,2022-04-21 23:01:36.649,10
 4:10 PM, 4:38 PM, 6:08 PM,2675,2022-04-21 23:01:50.280,15
 4:13 PM, 4:41 PM, 6:11 PM,2676,2022-04-21 23:01:52.291,15
 4:22 PM, 4:48 PM, 5:03 PM,2102,2022-04-21 23:01:54.681,18
 4:25 PM, 4:51 PM, 5:06 PM,1616,2022-04-21 23:01:59.353,18
 4:26 PM, 4:53 PM, 5:08 PM,1615,2022-04-21 23:02:00.802,18
 4:15 PM, 5:13 PM,,1615,2022-04-21 23:02:03.582,20
 4:21 PM, 5:19 PM,,2448,2022-04-21 23:02:04.885,20
arriving, 4:29 P, 4:56 PM,2448,2022-04-21 23:02:29.793,18
 4:05 PM, 5:04 PM, 8:01 PM,2102,2022-04-21 23:02:43.028,20
 4:12 PM, 5:10 PM,,1616,2022-04-21 23:02:48.619,20
 4:08 PM, 5:07 PM,,1617,2022-04-21 23:02:48.689,20
