arrival_1,arrival_3,arrival_2,stop_id,current_time,bus_id
 6:21 PM, 6:49 PM, 7:04 PM,1617,2022-04-23 01:02:33.025,18
 8:08 P,,,1616,2022-04-23 01:02:36.445,20
 6:25 PM, 6:53 PM, 7:08 PM,1615,2022-04-23 01:02:36.049,18
 6:29 PM, 6:58 PM, 7:13 PM,2448,2022-04-23 01:02:39.261,18
 8:04 PM,,,2102,2022-04-23 01:02:43.780,20
 6:09 PM, 6:24 PM, 6:54 PM,2674,2022-04-23 01:02:44.430,19
 8:10 P,,,1615,2022-04-23 01:03:26.707,20
 8:13 PM,,,2448,2022-04-23 01:03:28.640,20
 6:07 PM, 6:22 PM, 6:52 PM,2671,2022-04-23 01:03:30.664,19
 6:08 PM, 6:23 PM, 6:53 PM,2672,2022-04-23 01:03:31.919,19
 6:11 PM, 6:26 PM, 6:56 PM,2675,2022-04-23 01:03:36.627,19
arriving, 6:13 PM, 6:29 PM,2676,2022-04-23 01:03:38.347,19
10:31 AM,,,1617,2022-04-23 14:01:20.992,10
10:34 AM,,,1616,2022-04-23 14:01:22.898,10
10:37 A,,,1615,2022-04-23 14:01:24.005,10
,,,2672,2022-04-23 14:01:28.050,15
10:40 AM,,,2448,2022-04-23 14:01:28.487,10
,,,2671,2022-04-23 14:01:30.090,15
,,,2674,2022-04-23 14:02:15.177,15
,,,2675,2022-04-23 14:02:17.146,15
,,,2676,2022-04-23 14:02:19.007,15
 9:37 AM,10:37 A,,2102,2022-04-23 14:02:22.254,18
 9:39 AM,10:39 AM,,1617,2022-04-23 14:02:23.849,18
 9:43 AM,10:43 AM,,1616,2022-04-23 14:02:25.539,18
 8:27 AM,,,1616,2022-04-23 14:02:28.290,20
 8:31 AM,,,2448,2022-04-23 14:02:33.196,20
 8:19 AM, 9:19 AM,10:20 AM,2671,2022-04-23 14:02:38.168,19
 9:48 AM,10:48 AM,,1615,2022-04-23 14:03:09.243,18
 9:50 AM,10:50 AM,,2448,2022-04-23 14:03:10.622,18
 8:25 AM,,,2102,2022-04-23 14:03:12.352,20
 8:26 AM,,,1617,2022-04-23 14:03:15.700,20
 8:25 AM, 9:25 AM,10:27 AM,2676,2022-04-23 14:03:16.166,19
 8:29 AM,,,1615,2022-04-23 14:03:19.416,20
 8:21 AM, 9:21 AM,10:22 AM,2672,2022-04-23 14:03:31.464,19
 8:23 AM, 9:23 AM,10:25 AM,2674,2022-04-23 14:04:02.039,19
 8:24 AM, 9:24 AM,10:26 AM,2675,2022-04-23 14:04:03.766,19
10:31 AM,11:31 AM,,1617,2022-04-23 15:01:12.769,10
10:34 AM,11:34 AM,,1616,2022-04-23 15:01:14.828,10
10:37 A,11:37 AM,,1615,2022-04-23 15:01:16.921,10
10:40 AM,11:40 AM,,2448,2022-04-23 15:01:18.866,10
,,,2676,2022-04-23 15:01:20.684,15
,,,2672,2022-04-23 15:01:21.202,15
,,,2671,2022-04-23 15:01:22.680,15
 9:46 AM,10:46 AM,11:16 AM,1615,2022-04-23 15:01:28.168,18
 9:45 AM,10:45 AM,11:15 AM,1616,2022-04-23 15:01:28.361,18
 9:49 AM,10:49 AM,11:19 AM,2448,2022-04-23 15:01:34.881,18
11:10 A,,,1617,2022-04-23 15:01:38.782,20
11:12 AM,,,1616,2022-04-23 15:01:43.836,20
,,,2674,2022-04-23 15:02:06.899,15
,,,2675,2022-04-23 15:02:09.114,15
 9:43 AM,10:43 AM,11:13 AM,2102,2022-04-23 15:02:12.749,18
 8:18 AM, 9:18 AM,12:18 PM,2671,2022-04-23 15:02:13.539,19
 9:44 AM,10:44 AM,11:14 AM,1617,2022-04-23 15:02:16.102,18
 8:21 AM, 9:21 AM,12:21 PM,2674,2022-04-23 15:02:19.600,19
11:09 AM, 3:52 PM,,2102,2022-04-23 15:02:23.676,20
11:14 AM,,,1615,2022-04-23 15:02:37.354,20
11:16 AM,,,2448,2022-04-23 15:03:02.652,20
 8:22 AM, 9:22 AM,12:22 PM,2675,2022-04-23 15:03:09.468,19
 8:24 AM, 9:24 AM,12:24 PM,2676,2022-04-23 15:03:11.310,19
10:34 AM,11:34 AM,12:37 PM,1616,2022-04-23 16:00:43.388,10
10:37 A,11:37 AM,12:40 PM,1615,2022-04-23 16:00:45.045,10
,,,2672,2022-04-23 16:00:47.803,15
,,,2671,2022-04-23 16:00:50.086,15
,,,2675,2022-04-23 16:00:52.484,15
 9:43 AM,10:23 AM,10:43 AM,2102,2022-04-23 16:00:56.118,18
,,,2674,2022-04-23 16:00:55.833,15
 9:46 AM,10:26 AM,10:46 AM,1615,2022-04-23 16:01:02.805,18
10:31 AM,11:31 AM,12:34 PM,1617,2022-04-23 16:01:28.331,10
10:40 AM,11:40 AM,12:43 PM,2448,2022-04-23 16:01:34.664,10
,,,2676,2022-04-23 16:01:44.030,15
 9:44 AM,10:24 AM,10:44 AM,1617,2022-04-23 16:01:48.030,18
 9:09 AM,11:08 AM, 3:53 PM,1616,2022-04-23 16:01:47.874,20
 9:45 AM,10:25 AM,10:45 AM,1616,2022-04-23 16:01:49.799,18
 9:14 AM,11:13 AM, 3:58 PM,2448,2022-04-23 16:01:54.438,20
 9:19 AM,12:19 P, 1:19 PM,2671,2022-04-23 16:01:55.924,19
 9:49 AM,10:29 AM,10:49 AM,2448,2022-04-23 16:01:56.555,18
 9:21 AM,12:21 PM, 1:21 PM,2672,2022-04-23 16:01:58.231,19
 9:22 AM,12:22 PM, 1:22 PM,2674,2022-04-23 16:01:59.460,19
 9:25 AM,12:25 PM, 1:25 PM,2676,2022-04-23 16:02:03.358,19
 9:06 AM,11:06 AM, 3:51 PM,2102,2022-04-23 16:02:23.067,20
 9:08 AM,11:07 AM, 3:52 PM,1617,2022-04-23 16:02:29.971,20
 9:23 AM,12:23 PM, 1:23 PM,2675,2022-04-23 16:02:50.764,19
10:31 AM,11:31 AM,12:34 PM,1617,2022-04-23 17:00:41.760,10
10:37 A,11:37 AM,12:40 PM,1615,2022-04-23 17:00:45.266,10
10:40 AM,11:40 AM,12:43 PM,2448,2022-04-23 17:00:47.260,10
,,,2672,2022-04-23 17:00:48.705,15
,,,2675,2022-04-23 17:00:54.481,15
10:45 AM,10:56 AM,12:15 PM,2102,2022-04-23 17:00:56.631,18
10:34 AM,11:34 AM,12:37 PM,1616,2022-04-23 17:01:34.904,10
,,,2671,2022-04-23 17:01:40.101,15
,,,2674,2022-04-23 17:01:41.788,15
10:52 AM,11:04 AM,12:22 PM,2448,2022-04-23 17:01:44.121,18
,,,2676,2022-04-23 17:01:45.577,15
10:46 AM,10:57 AM,12:16 PM,1617,2022-04-23 17:01:48.315,18
10:03 AM,11:10 A,12:10 PM,1617,2022-04-23 17:01:48.186,20
10:48 AM,10:59 AM,12:18 PM,1616,2022-04-23 17:01:49.924,18
10:08 AM,11:15 AM,12:16 PM,2448,2022-04-23 17:01:53.173,20
10:18 AM,12:21 PM, 1:21 PM,2671,2022-04-23 17:01:56.076,19
10:19 AM,12:22 PM, 1:22 PM,2672,2022-04-23 17:01:57.160,19
10:21 AM,12:24 PM, 1:24 PM,2674,2022-04-23 17:02:00.555,19
10:21 AM,12:25 PM, 1:25 PM,2675,2022-04-23 17:02:02.544,19
10:23 AM,12:26 PM, 1:26 PM,2676,2022-04-23 17:02:04.745,19
10:49 AM,11:01 AM,12:19 PM,1615,2022-04-23 17:02:28.598,18
arriving,11:09 AM,12:09 PM,2102,2022-04-23 17:02:35.452,20
10:04 AM,11:11 AM,12:12 PM,1616,2022-04-23 17:02:41.581,20
10:05 AM,11:12 AM,12:14 PM,1615,2022-04-23 17:02:41.364,20
11:33 AM,12:33 PM, 2:33 P,1615,2022-04-23 18:00:24.602,10
11:31 AM,12:31 PM, 2:31 PM,1617,2022-04-23 18:01:11.274,10
11:32 AM,12:32 PM, 2:32 PM,1616,2022-04-23 18:01:12.531,10
,,,2675,2022-04-23 18:01:15.078,15
11:38 AM,12:38 PM, 2:38 PM,2448,2022-04-23 18:01:16.101,10
,,,2672,2022-04-23 18:01:17.536,15
,,,2671,2022-04-23 18:01:18.942,15
,,,2674,2022-04-23 18:01:20.098,15
11:17 AM,12:19 P,12:49 PM,2102,2022-04-23 18:01:19.851,18
11:20 AM,12:22 PM,12:52 PM,1616,2022-04-23 18:01:21.221,18
arriving,11:25 AM,12:27 PM,2448,2022-04-23 18:01:23.485,18
 1:50 PM, 4:50 PM, 7:05 PM,1616,2022-04-23 18:01:27.417,20
,,,2676,2022-04-23 18:02:06.150,15
11:18 AM,12:20 PM,12:51 PM,1617,2022-04-23 18:02:09.917,18
 1:54 PM, 4:54 PM, 7:09 PM,2448,2022-04-23 18:02:10.769,20
11:22 AM,12:24 PM,12:54 PM,1615,2022-04-23 18:02:12.545,18
 1:47 PM, 4:47 PM, 7:02 PM,2102,2022-04-23 18:02:14.760,20
 1:48 PM, 4:48 PM, 7:03 PM,1617,2022-04-23 18:02:16.371,20
 1:51 PM, 4:51 PM, 7:06 PM,1615,2022-04-23 18:02:20.642,20
11:21 AM,12:21 PM, 1:21 PM,2671,2022-04-23 18:03:03.233,19
11:22 AM,12:22 PM, 1:22 PM,2672,2022-04-23 18:03:04.523,19
11:24 AM,12:24 PM, 1:24 PM,2674,2022-04-23 18:03:05.766,19
11:25 AM,12:25 PM, 1:25 PM,2675,2022-04-23 18:03:08.296,19
11:27 AM,12:27 PM, 1:27 PM,2676,2022-04-23 18:03:09.604,19
12:33 PM, 1:33 PM, 3:33 PM,1617,2022-04-23 19:00:35.150,10
12:35 PM, 1:35 PM, 3:35 PM,1615,2022-04-23 19:00:38.997,10
12:39 PM, 1:39 PM, 3:39 PM,2448,2022-04-23 19:00:41.358,10
,,,2672,2022-04-23 19:00:42.820,15
,,,2676,2022-04-23 19:00:48.883,15
12:20 PM,12:46 PM, 1:16 PM,2102,2022-04-23 19:00:50.837,18
12:34 PM, 1:34 PM, 3:34 PM,1616,2022-04-23 19:01:26.912,10
12:26 PM,12:52 PM, 1:22 PM,1615,2022-04-23 19:01:31.678,18
,,,2671,2022-04-23 19:01:34.000,15
12:29 PM,12:55 PM, 1:25 PM,2448,2022-04-23 19:01:35.653,18
,,,2674,2022-04-23 19:01:35.558,15
,,,2675,2022-04-23 19:01:37.054,15
 1:47 PM, 2:47 PM, 4:47 PM,2102,2022-04-23 19:01:37.428,20
 1:48 PM, 2:48 PM, 4:48 PM,1617,2022-04-23 19:01:39.407,20
12:21 PM,12:48 PM, 1:18 PM,1617,2022-04-23 19:01:42.063,18
12:23 PM,12:50 PM, 1:20 PM,1616,2022-04-23 19:01:43.546,18
 1:54 PM, 2:54 PM, 4:54 PM,2448,2022-04-23 19:01:44.073,20
12:23 PM, 1:23 PM, 3:23 PM,2671,2022-04-23 19:01:45.779,19
12:24 PM, 1:24 PM, 3:24 PM,2672,2022-04-23 19:01:47.538,19
 1:50 PM, 2:50 PM, 4:50 PM,1616,2022-04-23 19:01:46.672,20
12:27 PM, 1:27 PM, 3:27 PM,2675,2022-04-23 19:01:50.710,19
 1:51 PM, 2:51 PM, 4:51 PM,1615,2022-04-23 19:02:32.093,20
12:26 PM, 1:26 PM, 3:26 PM,2674,2022-04-23 19:02:38.647,19
12:30 PM, 1:30 PM, 3:30 PM,2676,2022-04-23 19:02:42.230,19
 1:32 PM, 2:32 PM, 4:32 PM,1617,2022-04-23 20:00:37.016,10
 1:37 PM, 2:37 PM, 4:37 PM,2448,2022-04-23 20:00:44.525,10
 1:33 P, 2:33 P, 4:33 PM,1616,2022-04-23 20:01:28.426,10
 1:35 PM, 2:35 PM, 4:35 PM,1615,2022-04-23 20:01:30.250,10
 1:17 PM, 1:48 PM, 2:18 PM,2102,2022-04-23 20:01:33.089,18
,,,2672,2022-04-23 20:01:34.207,15
,,,2671,2022-04-23 20:01:35.756,15
,,,2674,2022-04-23 20:01:37.727,15
 1:20 P, 1:51 PM, 2:21 PM,1616,2022-04-23 20:01:38.266,18
,,,2675,2022-04-23 20:01:38.719,15
,,,2676,2022-04-23 20:02:21.347,15
 1:19 PM, 1:50 PM, 2:20 PM,1617,2022-04-23 20:02:26.537,18
 1:22 PM, 1:53 PM, 2:23 PM,1615,2022-04-23 20:02:29.474,18
 1:25 PM, 1:56 PM, 2:26 PM,2448,2022-04-23 20:02:32.023,18
 2:47 PM, 3:02 PM, 7:02 PM,2102,2022-04-23 20:02:33.590,20
 2:54 PM, 3:09 PM, 7:09 PM,2448,2022-04-23 20:02:33.422,20
 2:48 PM, 3:03 PM, 7:03 PM,1617,2022-04-23 20:02:34.877,20
 2:50 PM, 3:05 PM, 7:05 PM,1616,2022-04-23 20:03:15.275,20
 2:51 PM, 3:06 PM, 7:06 PM,1615,2022-04-23 20:03:20.060,20
 1:22 PM, 2:22 PM, 4:22 PM,2671,2022-04-23 20:03:25.952,19
 1:23 P, 2:23 PM, 4:23 PM,2672,2022-04-23 20:03:28.107,19
 1:24 PM, 2:24 PM, 4:24 PM,2674,2022-04-23 20:03:29.076,19
 1:26 PM, 2:26 PM, 4:26 PM,2675,2022-04-23 20:03:30.541,19
 1:28 PM, 2:28 PM, 4:28 PM,2676,2022-04-23 20:04:08.255,19
 2:36 P, 3:36 PM,,1616,2022-04-23 21:00:31.676,10
,,,2672,2022-04-23 21:00:37.371,15
,,,2674,2022-04-23 21:00:41.001,15
,,,2676,2022-04-23 21:00:45.216,15
 2:34 PM, 3:34 PM,,1617,2022-04-23 21:01:19.118,10
 2:37 PM, 3:37 PM,,1615,2022-04-23 21:01:23.310,10
 2:41 PM, 3:41 PM,,2448,2022-04-23 21:01:25.060,10
,,,2671,2022-04-23 21:01:29.039,15
 2:04 PM, 3:02 PM, 3:32 PM,1615,2022-04-23 21:01:28.860,18
 3:02 PM, 4:02 PM, 4:47 PM,2102,2022-04-23 21:01:33.223,20
 2:07 PM, 3:04 PM, 3:34 PM,2448,2022-04-23 21:01:34.023,18
,,,2675,2022-04-23 21:01:32.747,15
 3:03 PM, 4:03 PM, 4:48 PM,1617,2022-04-23 21:01:36.034,20
 2:57 PM, 3:27 PM, 4:27 PM,2102,2022-04-23 21:01:38.413,18
 3:06 PM, 4:06 PM, 4:51 PM,1615,2022-04-23 21:01:39.619,20
 2:23 PM, 3:23 PM, 5:23 PM,2671,2022-04-23 21:01:42.137,19
 3:05 PM, 4:05 PM, 4:50 PM,1616,2022-04-23 21:01:38.387,20
 2:25 PM, 3:25 PM, 5:25 PM,2672,2022-04-23 21:01:43.326,19
 2:30 P, 3:30 PM, 5:30 PM,2676,2022-04-23 21:01:48.380,19
arriving, 2:58 PM, 3:28 PM,1617,2022-04-23 21:02:11.712,18
 2:03 PM, 3:00 PM, 3:30 PM,1616,2022-04-23 21:02:17.402,18
 3:09 PM, 4:09 PM, 4:54 PM,2448,2022-04-23 21:02:31.895,20
 2:26 PM, 3:26 PM, 5:26 PM,2674,2022-04-23 21:02:35.444,19
 2:27 PM, 3:27 PM, 5:27 PM,2675,2022-04-23 21:02:36.501,19
 3:35 PM,,,1616,2022-04-23 22:00:40.033,10
 3:37 P,,,1615,2022-04-23 22:00:41.391,10
,,,2675,2022-04-23 22:00:49.764,15
,,,2676,2022-04-23 22:00:53.024,15
 3:23 PM, 3:52 PM, 4:22 PM,2102,2022-04-23 22:00:57.265,18
 3:34 PM,,,1617,2022-04-23 22:01:28.359,10
 3:02 PM, 3:27 PM, 3:55 PM,1616,2022-04-23 22:01:31.115,18
 3:40 PM,,,2448,2022-04-23 22:01:33.847,10
,,,2672,2022-04-23 22:01:35.059,15
,,,2671,2022-04-23 22:01:36.100,15
 3:06 PM, 3:32 PM, 4:00 PM,2448,2022-04-23 22:01:37.420,18
,,,2674,2022-04-23 22:01:37.899,15
 3:13 PM, 4:05 PM, 4:50 PM,1617,2022-04-23 22:01:42.884,20
 3:18 PM, 4:11 PM, 4:56 PM,2448,2022-04-23 22:01:47.491,20
 3:22 PM, 4:22 PM, 6:22 PM,2671,2022-04-23 22:01:50.417,19
arriving, 3:25 PM, 3:54 PM,1617,2022-04-23 22:01:50.197,18
 3:24 PM, 4:24 PM, 6:24 PM,2672,2022-04-23 22:01:53.303,19
 3:25 PM, 4:25 PM, 6:25 PM,2674,2022-04-23 22:01:55.150,19
 3:26 PM, 4:26 PM, 6:26 PM,2675,2022-04-23 22:01:57.751,19
 3:28 PM, 4:28 PM, 6:28 PM,2676,2022-04-23 22:01:58.512,19
 3:03 PM, 3:29 PM, 3:57 PM,1615,2022-04-23 22:02:24.964,18
 3:11 PM, 4:04 PM, 4:49 PM,2102,2022-04-23 22:02:28.377,20
 3:16 PM, 4:08 PM, 4:53 PM,1615,2022-04-23 22:02:32.396,20
 3:14 PM, 4:06 PM, 4:51 PM,1616,2022-04-23 22:02:31.334,20
 4:34 P,,,1617,2022-04-23 23:00:35.897,10
 4:35 PM,,,1616,2022-04-23 23:00:38.247,10
 4:37 PM,,,1615,2022-04-23 23:00:41.152,10
,,,2671,2022-04-23 23:00:47.576,15
,,,2674,2022-04-23 23:00:49.234,15
 4:21 PM, 4:47 PM, 5:17 PM,2102,2022-04-23 23:00:55.513,18
 4:40 PM,,,2448,2022-04-23 23:01:33.112,10
,,,2672,2022-04-23 23:01:35.514,15
arriving, 4:31 P, 4:57 PM,2448,2022-04-23 23:01:39.332,18
,,,2675,2022-04-23 23:01:40.654,15
,,,2676,2022-04-23 23:01:42.658,15
 4:23 PM, 4:49 PM, 5:19 PM,1617,2022-04-23 23:01:47.187,18
 4:12 PM, 5:45 PM, 6:10 PM,1616,2022-04-23 23:01:46.388,20
 4:24 PM, 4:50 PM, 5:20 PM,1616,2022-04-23 23:01:48.953,18
 4:13 PM, 5:47 PM, 6:12 PM,1615,2022-04-23 23:01:50.852,20
 4:24 PM, 5:24 PM, 8:24 PM,2672,2022-04-23 23:01:55.695,19
 4:26 PM, 4:52 PM, 5:22 PM,1615,2022-04-23 23:02:26.919,18
 4:08 PM, 5:41 PM, 6:06 PM,2102,2022-04-23 23:02:32.162,20
 4:10 PM, 5:43 PM, 6:08 PM,1617,2022-04-23 23:02:34.395,20
 4:16 PM, 5:49 PM, 6:14 PM,2448,2022-04-23 23:02:41.313,20
 4:22 PM, 5:22 PM, 8:22 PM,2671,2022-04-23 23:02:44.459,19
 4:25 PM, 5:25 PM, 8:25 PM,2674,2022-04-23 23:02:49.629,19
 4:27 PM, 5:27 PM, 8:27 PM,2675,2022-04-23 23:03:20.555,19
 4:30 PM, 5:30 PM, 8:30 PM,2676,2022-04-23 23:03:25.957,19
 5:31 P,,,1617,2022-04-24 00:00:41.282,10
 5:34 PM,,,1616,2022-04-24 00:00:43.080,10
 5:40 PM,,,2448,2022-04-24 00:00:46.812,10
 5:37 PM,,,1615,2022-04-24 00:01:34.518,10
,,,2672,2022-04-24 00:01:37.779,15
,,,2674,2022-04-24 00:01:41.070,15
,,,2671,2022-04-24 00:01:39.741,15
,,,2676,2022-04-24 00:01:44.481,15
,,,2675,2022-04-24 00:01:43.014,15
 5:44 PM, 6:09 PM, 6:54 PM,2102,2022-04-24 00:01:50.079,20
 5:19 PM, 6:17 PM, 7:17 PM,2102,2022-04-24 00:02:28.362,18
 5:21 PM, 6:19 PM, 7:19 PM,1617,2022-04-24 00:02:30.770,18
 5:48 PM, 6:13 PM, 6:58 PM,1616,2022-04-24 00:02:32.058,20
 5:23 PM, 6:21 PM, 7:21 PM,1616,2022-04-24 00:02:34.797,18
 5:27 PM, 6:25 PM, 7:25 PM,2448,2022-04-24 00:02:36.478,18
 5:24 PM, 6:22 PM, 7:22 PM,1615,2022-04-24 00:02:35.535,18
 5:25 PM, 6:25 PM, 8:25 PM,2671,2022-04-24 00:02:39.843,19
 5:46 PM, 6:11 PM, 6:56 PM,1617,2022-04-24 00:02:43.973,20
 5:50 PM, 6:15 PM, 7:00 PM,1615,2022-04-24 00:03:24.293,20
 5:54 PM, 6:19 PM, 7:04 PM,2448,2022-04-24 00:03:25.714,20
 5:27 PM, 6:27 PM, 8:27 PM,2672,2022-04-24 00:03:30.573,19
 5:28 P, 6:28 PM, 8:28 PM,2674,2022-04-24 00:03:31.722,19
 5:29 PM, 6:29 PM, 8:29 PM,2675,2022-04-24 00:03:33.094,19
 5:32 PM, 6:32 PM, 8:32 PM,2676,2022-04-24 00:03:38.573,19
,,,2448,2022-04-24 01:00:36.619,10
,,,1617,2022-04-24 01:01:20.764,10
,,,1616,2022-04-24 01:01:22.755,10
,,,1615,2022-04-24 01:01:25.031,10
,,,2676,2022-04-24 01:01:26.922,15
,,,2672,2022-04-24 01:01:28.725,15
,,,2671,2022-04-24 01:01:29.637,15
,,,2674,2022-04-24 01:01:32.327,15
,,,2675,2022-04-24 01:02:14.711,15
 6:25 PM, 6:50 PM, 7:20 PM,2102,2022-04-24 01:02:17.889,18
 6:27 P, 6:52 PM, 7:22 PM,1617,2022-04-24 01:02:21.011,18
 6:28 PM, 6:54 PM, 7:24 PM,1616,2022-04-24 01:02:22.791,18
 6:09 PM, 7:10 PM, 8:09 PM,1616,2022-04-24 01:02:24.138,20
 6:30 PM, 6:55 PM, 7:25 PM,1615,2022-04-24 01:02:25.298,18
 6:03 PM, 6:33 PM, 6:59 PM,2448,2022-04-24 01:02:25.578,18
 6:05 PM, 7:06 PM, 8:05 PM,2102,2022-04-24 01:03:10.435,20
 6:07 PM, 7:08 PM, 8:07 PM,1617,2022-04-24 01:03:12.313,20
 6:15 PM, 7:15 PM, 8:15 PM,2448,2022-04-24 01:03:18.232,20
 6:11 PM, 7:11 PM, 8:11 PM,1615,2022-04-24 01:03:16.725,20
 6:24 PM, 8:24 PM, 9:24 PM,2671,2022-04-24 01:03:19.714,19
 6:31 PM, 8:31 PM, 9:31 PM,2676,2022-04-24 01:03:20.143,19
 6:26 PM, 8:26 PM, 9:26 PM,2672,2022-04-24 01:03:21.258,19
 6:28 PM, 8:28 PM, 9:28 PM,2674,2022-04-24 01:04:04.370,19
 6:29 PM, 8:29 PM, 9:29 PM,2675,2022-04-24 01:04:06.096,19
,,,2672,2022-04-24 14:00:32.718,15
10:31 AM,,,1617,2022-04-24 14:01:13.646,10
10:34 AM,,,1616,2022-04-24 14:01:15.879,10
,,,2675,2022-04-24 14:01:17.198,15
10:37 A,,,1615,2022-04-24 14:01:18.015,10
,,,2676,2022-04-24 14:01:19.015,15
10:40 AM,,,2448,2022-04-24 14:01:20.050,10
,,,2671,2022-04-24 14:01:24.239,15
,,,2674,2022-04-24 14:01:26.557,15
 9:37 AM,10:37 A,,2102,2022-04-24 14:02:10.493,18
 9:43 AM,10:43 AM,,1616,2022-04-24 14:02:14.551,18
 8:26 AM,,,1617,2022-04-24 14:02:14.629,20
 9:48 AM,10:48 AM,,1615,2022-04-24 14:02:15.476,18
 9:50 AM,10:50 AM,,2448,2022-04-24 14:02:17.556,18
 8:27 AM,,,1616,2022-04-24 14:02:19.546,20
 8:25 AM,,,2102,2022-04-24 14:02:20.881,20
 8:29 AM,,,1615,2022-04-24 14:02:21.786,20
 8:23 AM, 9:23 AM,10:25 AM,2674,2022-04-24 14:02:28.886,19
 9:39 AM,10:39 AM,,1617,2022-04-24 14:03:12.224,18
 8:31 AM,,,2448,2022-04-24 14:03:13.363,20
 8:19 AM, 9:19 AM,10:20 AM,2671,2022-04-24 14:03:14.574,19
 8:21 AM, 9:21 AM,10:22 AM,2672,2022-04-24 14:03:16.321,19
 8:24 AM, 9:24 AM,10:26 AM,2675,2022-04-24 14:03:19.748,19
 8:25 AM, 9:25 AM,10:27 AM,2676,2022-04-24 14:03:22.722,19
10:31 AM,11:31 AM,,1617,2022-04-24 15:01:19.565,10
10:34 AM,11:34 AM,,1616,2022-04-24 15:01:21.816,10
10:37 A,11:37 AM,,1615,2022-04-24 15:01:24.293,10
10:40 AM,11:40 AM,,2448,2022-04-24 15:01:26.032,10
,,,2672,2022-04-24 15:01:28.870,15
,,,2671,2022-04-24 15:01:29.969,15
 9:47 AM,10:47 AM,11:17 AM,1617,2022-04-24 15:01:33.734,18
,,,2674,2022-04-24 15:02:13.025,15
,,,2675,2022-04-24 15:02:14.873,15
,,,2676,2022-04-24 15:02:17.844,15
 9:45 AM,10:45 AM,11:15 AM,2102,2022-04-24 15:02:19.987,18
 9:53 AM,10:53 AM,11:23 AM,2448,2022-04-24 15:02:20.702,18
11:09 AM,,,2102,2022-04-24 15:02:22.482,20
 9:49 AM,10:49 AM,11:19 AM,1616,2022-04-24 15:02:23.333,18
11:12 AM,,,1616,2022-04-24 15:02:25.377,20
 9:50 AM,10:50 AM,11:20 AM,1615,2022-04-24 15:02:26.865,18
11:16 AM,,,2448,2022-04-24 15:02:29.947,20
 8:40 AM, 9:22 AM,12:22 PM,2672,2022-04-24 15:02:33.364,19
 8:46 AM, 9:29 AM,12:28 P,2676,2022-04-24 15:02:36.607,19
11:10 A,,,1617,2022-04-24 15:03:12.355,20
11:14 AM,,,1615,2022-04-24 15:03:15.991,20
 8:38 AM, 9:20 AM,12:20 PM,2671,2022-04-24 15:03:20.284,19
 8:42 AM, 9:24 AM,12:24 PM,2674,2022-04-24 15:03:23.014,19
 8:43 AM, 9:25 AM,12:25 PM,2675,2022-04-24 15:03:24.924,19
,,,2672,2022-04-24 16:00:44.893,15
10:31 AM,11:31 AM,12:34 PM,1617,2022-04-24 16:01:26.698,10
10:34 AM,11:34 AM,12:37 PM,1616,2022-04-24 16:01:29.438,10
10:37 A,11:37 AM,12:40 PM,1615,2022-04-24 16:01:31.189,10
10:40 AM,11:40 AM,12:43 PM,2448,2022-04-24 16:01:32.505,10
,,,2676,2022-04-24 16:01:33.072,15
 9:47 AM,10:27 AM,10:47 AM,1617,2022-04-24 16:01:36.454,18
,,,2671,2022-04-24 16:01:36.501,15
 9:45 AM,10:25 AM,10:45 AM,2102,2022-04-24 16:01:36.806,18
 9:49 AM,10:29 AM,10:49 AM,1616,2022-04-24 16:01:37.761,18
,,,2674,2022-04-24 16:01:38.150,15
11:21 AM,12:12 PM, 4:06 PM,1616,2022-04-24 16:01:46.423,20
11:23 AM,12:14 PM, 4:08 PM,1615,2022-04-24 16:01:50.844,20
,,,2675,2022-04-24 16:02:19.716,15
 9:53 AM,10:33 AM,10:53 AM,2448,2022-04-24 16:02:31.854,18
 9:50 AM,10:30 AM,10:50 AM,1615,2022-04-24 16:02:31.252,18
11:17 AM,12:09 PM, 4:02 PM,2102,2022-04-24 16:02:32.853,20
11:18 AM,12:10 PM, 4:03 PM,1617,2022-04-24 16:02:34.386,20
 9:22 AM,12:22 PM, 1:22 PM,2674,2022-04-24 16:02:36.581,19
 9:23 AM,12:23 PM, 1:23 PM,2675,2022-04-24 16:02:37.825,19
 9:20 AM,12:20 PM, 1:20 PM,2672,2022-04-24 16:02:39.743,19
11:27 AM,12:16 PM, 4:12 PM,2448,2022-04-24 16:02:45.183,20
 9:19 AM,12:19 P, 1:19 PM,2671,2022-04-24 16:03:13.397,19
 9:25 AM,12:25 PM, 1:25 PM,2676,2022-04-24 16:03:28.994,19
,,,2671,2022-04-24 17:00:37.084,15
,,,2674,2022-04-24 17:00:40.733,15
10:31 AM,11:31 AM,12:34 PM,1617,2022-04-24 17:01:17.454,10
10:34 AM,11:34 AM,12:37 PM,1616,2022-04-24 17:01:20.223,10
10:37 A,11:37 AM,12:40 PM,1615,2022-04-24 17:01:21.473,10
10:40 AM,11:40 AM,12:43 PM,2448,2022-04-24 17:01:23.564,10
10:47 AM,11:17 AM,12:17 PM,2102,2022-04-24 17:01:24.373,18
,,,2672,2022-04-24 17:01:25.106,15
10:50 AM,11:20 AM,12:20 PM,1616,2022-04-24 17:01:28.391,18
,,,2675,2022-04-24 17:01:33.835,15
,,,2676,2022-04-24 17:02:10.682,15
10:48 AM,11:18 AM,12:18 PM,1617,2022-04-24 17:02:15.223,18
